time,c,psiposmax,psiposmin,strainxxmax,strainxxmin,strainxymax,strainxymin,strainyymax,strainyymin,stressxxmax,stressxxmin,stressxymax,stressxymin,stressyymax,stressyymin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.001671201153783,6.6236705507525e-06,3.4852048555802e-13,0.0014047354708372,-0.0014044233773532,0.001973974274436,-0.00042245354785668,0.0015382916814918,-0.001537399295863,0.0020521569049129,-0.0020519834860232,0.0066499628126759,-0.0014266278938227,0.010563662836903,-0.010572487655768
200,0.0052571987647726,6.6748373020684e-06,5.7768116659297e-10,0.0016947937228161,-0.0016940757000577,0.0019857906638321,-0.00052273816627534,0.0018510548424778,-0.0018486432573327,0.001940244898518,-0.0019409980958723,0.0065691619255726,-0.001764612342477,0.012461857621773,-0.012482582040158
300,0.0097418706238434,7.8283556033226e-06,3.5722604363015e-15,0.0012469570517201,-0.0012454971290772,0.0021498488346926,-0.0011221938005701,0.0013631394925101,-0.0013629995834923,0.0018303297499671,-0.0018240389782561,0.0070302233315983,-0.0037850839136504,0.0092911659588461,-0.0093097849853475
400,0.013172104750867,2.2454586288967e-05,5.320646102013e-10,0.00081326606848974,-0.0008127335203466,0.0034511319781429,-0.00024180310292784,0.00089064570409654,-0.00089028262509398,0.0012748066443438,-0.0012928902986022,0.0097089604151465,-0.00081418113445348,0.006130978708959,-0.0061328146559283
500,0.016527706120326,8.8949084535159e-06,2.7938426321537e-10,0.0013920080730339,-0.0013896570266147,0.0021674867257174,-0.00043054701459307,0.0015185956535144,-0.0015159827791287,0.001994060409386,-0.0020021198444512,0.0068839111611014,-0.00144638308535,0.010146598595765,-0.010147600590429
600,0.019346325780819,4.6586213398941e-06,6.0244546388662e-10,0.0013909503542535,-0.0013891892436227,0.0015681157099064,-0.0010239574769812,0.0015179087686754,-0.0015147312590665,0.002284581329067,-0.0022723949039911,0.0045024334947941,-0.0033371896952857,0.01013554646031,-0.010135529689133
700,0.020588685103624,3.4475233481138e-06,2.1956249125234e-10,0.00086920872593461,-0.00087092767149675,0.00057633372112444,-0.0014247273635031,0.00095423624082563,-0.00095040230986049,0.0016949863917987,-0.0016895594329762,0.0015785223605811,-0.0047317215950582,0.006519645343659,-0.0065054810585084
800,0.020976718505471,2.1906292023141e-06,6.3849281039714e-10,0.0009478204160924,-0.00094833629595942,0.00086201630902289,-0.00098991564564152,0.0010383887505492,-0.0010347047336035,0.0018783925343565,-0.0018829224248398,0.0028587720105723,-0.0033041159810174,0.0070307259655081,-0.0070208580912841
900,0.023284279178337,1.1019430942313e-05,1.9503719923975e-12,0.0014912285305524,-0.0014894470117348,0.00036693564885483,-0.0024052588410614,0.0016257410383394,-0.0016192417524024,0.0018948787111843,-0.0018847925261694,0.00122822056991,-0.0067312424057945,0.010648645199837,-0.010660174908284
1000,0.027356030072216,2.5007400028634e-05,2.3782344585493e-10,0.0014300521852489,-0.0014317970989987,0.00026665526770851,-0.0036202012559994,0.001563301260245,-0.0015540864350154,0.0020451238313498,-0.0020706238850201,0.00088886689707752,-0.0098478987997979,0.010284228715445,-0.010278739710841
1100,0.030775904049925,6.883319543122e-06,5.6055483181786e-11,0.00018934055042977,-0.00019429158952381,2.1615910212055e-05,-0.002010270866373,0.00021240581083899,-0.00020561774234679,0.0005681680886002,-0.00053826043507573,7.2795751664631e-05,-0.006331720787538,0.0013925407878849,-0.001355337849229
1200,0.032901152085699,3.410593547184e-06,3.6069480404523e-10,0.00091575437312508,-0.00091833312114311,0.0004922160564574,-0.0014188210423527,0.0010051780184733,-0.00099664065771285,0.0018060704902339,-0.001848658916151,0.0016145677624457,-0.0046049569635694,0.0066803892499768,-0.0066462588956617
1300,0.034761197515157,4.5378798989823e-06,1.0748929437469e-10,0.0012253931126991,-0.0012220808532808,0.00062462761180914,-0.0016354371068936,0.0013355975599721,-0.0013305843230494,0.0020328309756576,-0.0020569995098644,0.0019681141860709,-0.0052632993792506,0.008756215685064,-0.0087597820603728
1400,0.036119851143605,4.3340924255111e-06,3.1764684638e-10,0.0012455287305961,-0.001244371917313,0.00098269919037945,-0.001597037731082,0.0013584056068066,-0.0013532862523186,0.0019459239780705,-0.0019388650176274,0.0025926033602608,-0.0052136432519082,0.0089542509176048,-0.0089651539099395
1500,0.036401596690305,1.7330177552097e-06,1.0350910569171e-13,0.00054461144351332,-0.00054484646736301,0.00099699104903043,-0.00031875044470352,0.00059834346981716,-0.00059568340580186,0.0014259613606107,-0.0014223492516814,0.0032633098960334,-0.0010641710482684,0.0041018150615969,-0.0040906711448871
1600,0.037469210444115,7.7339553139259e-06,9.8042889371404e-10,0.00096549000715333,-0.00096536160788586,0.0021330342937486,-0.00029689023313999,0.0010551794940347,-0.0010475197897781,0.0010977619058046,-0.0010961910028017,0.0067248698571481,-0.00098915779221779,0.0068753823889868,-0.0068645013600661
1700,0.040665891526443,9.6287842804269e-06,2.8302812020739e-10,0.0012547691120051,-0.0012585813278655,0.0023779857143279,-0.000561141263205,0.0013748422986246,-0.0013606209573754,0.0020160217142002,-0.0020298702091524,0.0073835520166475,-0.0018202982857503,0.0089099969453176,-0.0088880447653356
1800,0.044473992311541,7.62613662468e-06,2.7144724855609e-10,0.00064764126808143,-0.00065415788653946,0.0021146222771297,-0.00073240739025319,0.00071370016903191,-0.0007025249749716,0.00084770787576506,-0.00080472720597818,0.0064795794120984,-0.0024019881418133,0.0046411616676307,-0.0045984474611595
1900,0.046356768585489,3.9353235007733e-06,1.9097024697203e-11,0.00047658714203433,-0.00047614941825679,0.0014399032019109,-0.00024778994842051,0.00052177528443681,-0.00051909293140481,0.00093025093768378,-0.00095447183066702,0.0041946084943145,-0.00082335845867466,0.0034895151927016,-0.0034810284268447
2000,0.047242601184267,5.6194108774342e-06,2.0090564717093e-13,0.00080231014119318,-0.00079813486308949,0.0017098054746884,-0.0002997104388956,0.00087326391507005,-0.00087020292552581,0.001262006973102,-0.0012078744982617,0.0045261073524918,-0.00099653077071914,0.0056876520975642,-0.0056923329653968
2100,0.047985981217598,3.6696282863454e-06,1.7888538476643e-10,0.0012154936990982,-0.0012144503211093,0.00089621545365033,-0.0014676256710497,0.0013249675539613,-0.0013170550314995,0.0013118835846257,-0.0013083652970099,0.0025124991251996,-0.0045836714931066,0.0085649210955872,-0.0085668984554243
2200,0.048857749638751,4.1232661175656e-06,0,0.0006897017941738,-0.00069076230740901,0.00031410195622789,-0.0015536029522552,0.00075443913470609,-0.0007463332573598,0.0007984108359493,-0.00079930570122878,0.00079108034792612,-0.0046973380368183,0.0048315270120318,-0.0048172909130274
2300,0.049629296805051,3.1642422400753e-06,3.4586045186959e-11,0.00044015876810313,-0.00044186642278855,6.7602413347665e-05,-0.0013600601453159,0.00048322060262712,-0.0004774817803406,0.00051724343133154,-0.00058079792162751,0.00022522997857829,-0.0043326484660742,0.0031468436828919,-0.0031268135264313
2400,0.05158558449632,1.2691294584264e-05,8.1573667760992e-12,0.0007661533234193,-0.00076858280962139,8.8225697291847e-05,-0.0025649714522316,0.00084012912408934,-0.00082997744522997,0.00099374218363667,-0.00097459847589058,0.0002889874290075,-0.0067443872743799,0.005412302060781,-0.0053914828355716
2500,0.054999244071976,2.3142862073641e-05,0,0.0010124095589723,-0.0010182730873073,9.0404414499631e-05,-0.0034700696695206,0.0011113092085585,-0.0010970861595566,0.0011780875670448,-0.0012044093771985,0.00029622733722819,-0.0089629597859148,0.0071770498282618,-0.0071457978266749
2600,0.057568643722962,7.4433423649258e-06,1.7037343993757e-10,0.00072717989789878,-0.00072854884032481,9.0649418910765e-05,-0.0019543550636412,0.0007957651247206,-0.0007864668169261,0.00081503513304999,-0.00067135994547972,0.00029690945600354,-0.0051503273836245,0.0050752275003597,-0.0050605286327609
2700,0.058314434972243,1.351622277236e-06,1.850833108443e-13,0.000321499166122,-0.00032642516441279,4.8061514438993e-05,-0.00089336860820876,0.0003575329980991,-0.00034909731835248,0.00052881084094191,-0.00059837265405039,0.00016025983824728,-0.0028890538579641,0.0023388178604953,-0.0022982542078847
2800,0.058431366055639,2.0079272855918e-06,2.1535211391057e-10,0.00086679708026868,-0.00086398441705293,0.00057646855805633,-0.0010843053351099,0.00094241756268293,-0.0009370372632955,0.00081048412218835,-0.00081112909689816,0.0015905322625074,-0.0032901593898308,0.0060000573109136,-0.0060132549173007
2900,0.058918937560998,4.8210188120874e-06,1.2953580368416e-12,0.00095519324619145,-0.0009542309546817,0.0015796584875261,-0.0010046502937009,0.0010420146098795,-0.0010334464136246,0.0013077676499457,-0.0013031045552712,0.0040915341477204,-0.0031272762833641,0.0066559017182991,-0.0066638319368489
3000,0.059926306003949,7.4983925256501e-06,0,0.00055162579518246,-0.00054848403747929,0.0019719044367411,-0.00018387933428934,0.00059970332768763,-0.00059727025311931,0.00072451607932548,-0.0007349632413771,0.0051023182989913,-0.00060872014077645,0.0038609254008354,-0.0038683088866502
3100,0.061057915187075,5.1732765750912e-06,9.9994358221578e-11,0.00030155018731638,-0.00031067183258934,0.0016527006632396,-0.00012253481813126,0.00033946132519136,-0.00032741203032602,0.0005374532042684,-0.00054143140180908,0.0050970226398416,-0.00040463718721343,0.002227498973713,-0.0021545957959273
3200,0.063324340216222,8.4265682321734e-06,3.7425072362019e-11,0.00082781811719694,-0.00083531748838397,0.002219144531516,-0.00053719817208561,0.00091189106772599,-0.00089607758770605,0.0010917900129049,-0.0011471733392887,0.0066297972965885,-0.0017320381209651,0.0058464525335077,-0.0058061011922493
3300,0.066138703684716,8.122766498417e-06,9.7987189820993e-11,0.00097559197298933,-0.00097977329096785,0.0021768648153435,-0.00039228126819875,0.0010700585436701,-0.0010545937986688,0.0011622492980772,-0.00109747410838,0.0064263608793765,-0.0012658229720605,0.0067905572986655,-0.0067656369919398
3400,0.067508949049654,3.46121590365e-06,1.4933711053684e-09,0.00065671704383481,-0.00065728960527428,0.0014203743721466,-0.00017222447453436,0.00071842282967494,-0.00071078606566924,0.00087990368980476,-0.00088462995830683,0.0041682195406626,-0.00056814473789783,0.0046140385768969,-0.0045933327742778
3500,0.067589485650308,6.3955985528371e-07,3.2069671351869e-11,0.00033711083394961,-0.00032857098776071,0.00057406144223844,-0.00016004941072226,0.00035877233573936,-0.00036407302906161,0.0004658484489845,-0.00042683132568982,0.0015585646520607,-0.00052811593924876,0.0022767721477588,-0.0023231528145979
3600,0.06775977284803,4.5191656592339e-06,5.0916610113793e-12,0.00091569956055929,-0.00091297121058284,0.0004853391641405,-0.0016263605745782,0.00099719360214079,-0.00099115555162352,0.0012713698342559,-0.0012794656869847,0.0013557873942183,-0.0049484560628652,0.0063862163016919,-0.0064075470286627
3700,0.068928380515485,5.2248266071872e-06,2.5665074186371e-11,0.00079676495441416,-0.000798637329695,0.00029073003941923,-0.0017450718843819,0.00087286333523989,-0.00086112439917532,0.00097717076026334,-0.00094557437937379,0.00092936993890443,-0.0051397881053342,0.0055473961050377,-0.0055183994542937
