time,c,psiposmax,psiposmin,strainxxmax,strainxxmin,strainxymax,strainxymin,strainyymax,strainyymin,stressxxmax,stressxxmin,stressxymax,stressxymin,stressyymax,stressyymin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.01014090676822,0.027216919597044,4.9862956997079e-07,0.014745820317598,-0.0019712027970425,0.0027015151808583,-0.016754104381711,0.023115166465996,-0.002688699451732,0.034306687640504,0.00066301030668647,0.0063130911443531,-0.0072804056037895,0.024337074240389,-0.0050517693848274
200,0.010728551336583,3.8474900265543e-05,1.0103885311816e-06,0.0028555367371223,0.00076510940855819,0.00060628565011199,-0.0013335043365944,-0.0010588369255545,-0.0026367422248312,0.023911532285184,-0.027619641903478,0.0020481926014915,-0.0041070518576411,0.011085254446164,-0.035430954676379
300,0.011231113846138,0.0025224217816833,5.6025500146649e-06,0.010284135628053,0.0017642745186697,0.00097197980585619,-0.0065393316836449,0.0010795801350099,-0.0039939944661399,0.030766031549464,0.003760761950333,0.0032014241428268,-0.0040742944684414,0.014610829508484,-0.0099969517955455
400,0.011737626760163,0.020742961106916,1.2404147006475e-05,0.020903204082166,0.0019093792248146,0.0018796383852072,-0.017271953092421,0.010586262711591,-0.0062513938838252,0.047258099423321,0.010548285510899,0.0047787508581486,-0.0066361879886136,0.014377174074228,-0.0027835879291083
500,0.012261874060448,0.0020831937609767,2.6677018383495e-05,0.014894412926567,0.0036808908050211,0.0010491848960705,-0.0041474311147437,-0.0032475197105728,-0.0089246833801696,0.036048897817525,0.0018144771372877,0.0035431913697411,-0.0062070444582974,0.0066649969131859,-0.027085333551233
600,0.012831285357167,0.0083334881249179,3.7940914539896e-05,0.021822467363942,0.0045820326273118,0.0017844685032923,-0.0109715552042,-0.00088471941798161,-0.0087568550026803,0.049604422176552,0.0059890303784767,0.0050821957256029,-0.0081455654413852,0.0044329357233388,-0.0082410683915018
700,0.013488540361018,0.020958853935426,4.121716295496e-05,0.029376299585978,0.0041907941459232,0.0019367408890921,-0.016912099185463,0.0046683709873498,-0.0094729122193249,0.065138022831621,0.010488472062118,0.0048327550713061,-0.010611659644397,0.016175420222137,-0.00012878877809902
800,0.014231122089522,0.012187572132567,6.6457535922715e-05,0.027221172339784,0.006110484279814,0.0014959833676208,-0.013974683377669,-0.0024061624563414,-0.011188464908473,0.059262150989014,0.0064330886401456,0.0044438178457981,-0.011680434694937,0.0061988027733555,-0.013977459785171
900,0.015077113666603,0.016883954047569,7.7202021794464e-05,0.031048998196875,0.006562720615329,0.0024676701958404,-0.016187777009082,-0.0012581896188464,-0.012558231767699,0.068083583372809,0.0098253336572102,0.0070805515659389,-0.011614419156192,0.005275142696699,-0.010156253802124
1000,0.016061962917771,0.031898662417361,9.4735312862086e-05,0.038758048996756,0.0069314661757978,0.002153592919821,-0.023560360544409,0.0036104410591407,-0.013883377726786,0.083590177212135,0.013458224329834,0.0058587256712767,-0.014580941206682,0.013856124022747,-0.0045670160082718
1100,0.017190648661753,0.03249240015814,0.00012053757459508,0.04207901371076,0.0081419327728215,0.0028257747562851,-0.024562475052479,-0.00010898376423724,-0.016449059650115,0.088354561113147,0.012980222177361,0.0076215034937915,-0.017568242136102,0.008155257044292,-0.013236256136547
1200,0.018463289425236,0.03008025122176,0.00014992567115402,0.042251729463025,0.0091970089035748,0.0029620563859284,-0.021444362614613,-0.003002083755461,-0.01746253659637,0.089934651674365,0.012617541560251,0.0080448714084604,-0.016281790784137,0.0033715296254757,-0.017176960360814
1300,0.019913893536963,0.050097093995722,0.00017821616710843,0.050527658439469,0.0097685253519076,0.0029988824722242,-0.029238841439127,0.0018291871344058,-0.018867703839683,0.1053855421678,0.016670044282476,0.0079726535957816,-0.019435299382494,0.012400091489905,-0.010834227028171
1400,0.021559701962708,0.060635842506529,0.00018362571585404,0.054788553066142,0.0099026831493672,0.0037283910385963,-0.032535775334722,0.0023913379540955,-0.020299894801561,0.11209666707964,0.018708577049015,0.0099873643240292,-0.021346308465447,0.01397823665612,-0.011035163512613
1500,0.023385986049388,0.045878353668621,0.00021336253611345,0.050397678676726,0.010774203362939,0.0031528986355545,-0.025752829579067,-0.0013591312100094,-0.019875401534908,0.10630075813875,0.015879240134448,0.0083492473604261,-0.018167043935932,0.0072235452655686,-0.014840590277056
1600,0.025414982484519,0.07139320171453,0.00025255742454995,0.060400768548846,0.011669984960647,0.0037911264785387,-0.035444279053424,0.0024088137307737,-0.022528769863857,0.12260960867184,0.020370318156429,0.0099857036212272,-0.023385995868536,0.013304762081861,-0.012219309769244
