time,c,psiposmax,psiposmin,strainxxmax,strainxxmin,strainxymax,strainxymin,strainyymax,strainyymin,stressxxmax,stressxxmin,stressxymax,stressxymin,stressyymax,stressyymin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.010130952840808,2.63988278589e-05,0,0.0004408423511873,-0.01695481701183,0.0078146300365083,-0.0078146300902511,0.019062541915785,-0.00071121599176063,0.0044512618985446,-0.00026933167624022,0.00026399728285387,-0.00026399728466943,0.0048144746831811,-0.000292148919868
200,0.010710731425059,2.6080293419814e-05,0,0.00023866665960667,-0.021080471973386,0.010452593049487,-0.010452593226159,0.023236363884039,-0.00076166768088826,0.004431511133973,-0.00030381142117681,0.00035310105800775,-0.00035310106397592,0.0047840129785413,-0.00032882922892278
300,0.011181362422426,2.6036672912718e-05,0,0.00021367530163016,-0.022839048033119,0.011898353482616,-0.011898353324058,0.025149145950462,-0.00077507150123311,0.0044252246373202,-0.0003112059562562,0.00040192654076358,-0.0004019265354072,0.0047789642242753,-0.00033702169973027
400,0.011601634019291,2.5967575693527e-05,0,0.00019215213211358,-0.02392242096046,0.012830117454764,-0.012830117619695,0.026273866316308,-0.00075395266930097,0.0044170097063062,-0.0003040736262733,0.00043338725354613,-0.00043338725911779,0.004771581583888,-0.00032937777739649
500,0.011988025872313,2.5888035658993e-05,0,0.00017050421314894,-0.024658746213685,0.013438275325935,-0.013438275136841,0.027024540144871,-0.00071075133643747,0.0044079121902671,-0.00028742312228805,0.00045391576886944,-0.00045391576248142,0.0047632508561679,-0.00031135862983779
600,0.012347812269049,2.5802602222866e-05,0,0.00014830141505435,-0.02517759536257,0.013860533650045,-0.01386053336594,0.027563511419449,-0.00065319863229884,0.0043982887254463,-0.00026460443034959,0.00046819946008217,-0.00046819945048539,0.0047543886405468,-0.00028668778449873
700,0.012685680843722,2.5714954508769e-05,0,0.00012607553218648,-0.025569937118547,0.014238336706153,-0.014238336596912,0.027968671335325,-0.00058645252186616,0.004388484516984,-0.00023794519355847,0.0004809173191405,-0.0004809173154503,0.0047453315338737,-0.00025774284251201
800,0.013005772550246,2.56288016273e-05,0,0.00010455047954237,-0.02590599483376,0.014720696686488,-0.014720696584422,0.028282871973659,-0.00060887300526582,0.0043788614140681,-0.00024714086265859,0.0004971950139762,-0.0004971950105289,0.0047364206931841,-0.00026762488365659
900,0.013310320609549,2.5606198149795e-05,0,0.0004931294136002,-0.026244667003638,0.015044543788875,-0.015044543663223,0.028532332808783,-0.00074007917336178,0.0043760432999478,-0.00029274532791389,0.00050811820096153,-0.00050811819671772,0.0047337107204044,-0.00031776951799698
1000,0.013600649120134,0.00020536062524224,0,0.0065623261643832,-0.026517445726199,0.015272215245402,-0.015272215133844,0.028813243097606,-0.0010236614094968,0.0044038700423653,-0.00041820826257817,0.00051577942130444,-0.00051577941753692,0.0047592840298766,-0.00045254446346091
1100,0.013876979063959,0.0019635172496556,2.5396785559499e-09,0.032151291319238,-0.026740774540931,0.018981372552204,-0.017056079829536,0.065205510266556,-0.0046150411928563,0.0069192393513761,-0.0001922922772428,0.00052443024547892,-0.00052443024553162,0.0074958492915699,-0.00021884694312814
1200,0.014142936784213,0.022815611919098,2.1010631738549e-07,0.12352432579526,-0.02692588199589,0.041145261140194,-0.041802156895375,0.20422189726909,-0.00086562698086112,0.0078725838196581,-6.4617224223683e-05,0.00054775655006872,-0.00052752512544515,0.0086061197661361,0.00026702646427171
1300,0.014394384989476,0.044997799039679,3.984232892708e-07,0.19080460411065,-0.029605382985998,0.060666392106046,-0.13160177131128,0.26766393086871,-0.015962945608016,0.0055651143846623,-6.9906053192591e-05,0.00071479278662513,-0.0008390173917299,0.0065519615416882,0.00037854775126509
